SPID,SAMPLE_NO,SAMPLE_YEAR,SAMPLE_MONTH,SAMPLE_DAY,SOURCE_AGID,SAMPLE_AGID,PCID,SAMPLER_CODE,FISH_LENGTH,Length,FISH_LENGTH_TYPE,FORK_LENGTH_ESTIMATED,FORK_LENGTH,FISH_WEIGHT,SEX,age1,DEPTH_AVG,DEPTH_MIN,DEPTH_MAX,GRID,MATURITY,MATURITY_AGCODE,Macro_maturity,size,prop_macro,N
SABL,OR990909,1999,2,17,O,O,BRK,234,700,70,F,FALSE,700,NA,F,11,NA,NA,NA,GFT,U,4,1,,,
SABL,OR000908,2000,2,21,O,O,BRK,234,700,70,F,FALSE,700,NA,F,17,NA,NA,NA,RLT,U,6,1,,,
SABL,OR950352,1995,11,30,O,O,COS,,710,71,F,FALSE,710,NA,F,NA,285,NA,NA,GFT,U,4,1,,,
SABL,OR960063,1996,1,31,O,O,COS,,710,71,F,FALSE,710,NA,F,NA,566,NA,NA,GFT,U,5,1,,,
SABL,OR960063,1996,1,31,O,O,COS,,710,71,F,FALSE,710,NA,F,NA,566,NA,NA,GFT,U,4,1,,,
SABL,OR980802,1998,10,5,O,O,BRK,,710,71,F,FALSE,710,NA,F,NA,NA,NA,NA,GFT,U,3,1,,,
SABL,OR980875,1998,10,30,O,O,ORF,234,710,71,F,FALSE,710,NA,F,7,NA,NA,NA,LGL,U,3,1,,,
SABL,OR980750,1998,10,6,O,O,ORF,,720,72,F,FALSE,720,NA,F,NA,265,NA,NA,LGL,U,3,1,,,
SABL,OR980802,1998,10,5,O,O,BRK,,720,72,F,FALSE,720,NA,F,NA,NA,NA,NA,GFT,U,3,1,,,
SABL,OR980802,1998,10,5,O,O,BRK,,720,72,F,FALSE,720,NA,F,NA,NA,NA,NA,GFT,U,3,1,,,
SABL,OR980802,1998,10,5,O,O,BRK,,720,72,F,FALSE,720,NA,F,NA,NA,NA,NA,GFT,U,3,1,,,
SABL,OR980875,1998,10,30,O,O,ORF,234,720,72,F,FALSE,720,NA,F,7,NA,NA,NA,LGL,U,3,1,,,
SABL,OR990909,1999,2,17,O,O,BRK,234,720,72,F,FALSE,720,NA,F,21,NA,NA,NA,GFT,U,4,1,,,
SABL,OR950352,1995,11,30,O,O,COS,,730,73,F,FALSE,730,NA,F,NA,285,NA,NA,GFT,U,3,1,,,
SABL,OR960063,1996,1,31,O,O,COS,,730,73,F,FALSE,730,NA,F,NA,566,NA,NA,GFT,U,5,1,,,
SABL,OR960063,1996,1,31,O,O,COS,,730,73,F,FALSE,730,NA,F,NA,566,NA,NA,GFT,U,5,1,,,
SABL,OR990909,1999,2,17,O,O,BRK,234,730,73,F,FALSE,730,NA,F,34,NA,NA,NA,GFT,U,4,1,,,
SABL,OR990909,1999,2,17,O,O,BRK,234,730,73,F,FALSE,730,NA,F,52,NA,NA,NA,GFT,U,4,1,,,
SABL,OR980875,1998,10,30,O,O,ORF,234,740,74,F,FALSE,740,NA,F,8,NA,NA,NA,LGL,U,3,1,,,
SABL,OR990909,1999,2,17,O,O,BRK,234,740,74,F,FALSE,740,NA,F,26,NA,NA,NA,GFT,U,4,1,,,
SABL,OR990909,1999,2,17,O,O,BRK,234,740,74,F,FALSE,740,NA,F,22,NA,NA,NA,GFT,U,4,1,,,
SABL,OR980750,1998,10,6,O,O,ORF,,750,75,F,FALSE,750,NA,F,NA,265,NA,NA,LGL,U,3,1,,,
SABL,OR980802,1998,10,5,O,O,BRK,,750,75,F,FALSE,750,NA,F,NA,NA,NA,NA,GFT,U,3,1,,,
SABL,OR980875,1998,10,30,O,O,ORF,234,750,75,F,FALSE,750,NA,F,6,NA,NA,NA,LGL,U,3,1,,,
SABL,OR990909,1999,2,17,O,O,BRK,234,750,75,F,FALSE,750,NA,F,38,NA,NA,NA,GFT,U,4,1,,,
SABL,OR000908,2000,2,21,O,O,BRK,234,750,75,F,FALSE,750,NA,F,15,NA,NA,NA,RLT,U,6,1,,,
SABL,OR980750,1998,10,6,O,O,ORF,,760,76,F,FALSE,760,NA,F,NA,265,NA,NA,LGL,U,3,1,,,
SABL,OR000908,2000,2,21,O,O,BRK,234,760,76,F,FALSE,760,NA,F,23,NA,NA,NA,RLT,U,6,1,,,
SABL,OR950352,1995,11,30,O,O,COS,,770,77,F,FALSE,770,NA,F,NA,285,NA,NA,GFT,U,4,1,,,
SABL,OR990909,1999,2,17,O,O,BRK,234,780,78,F,FALSE,780,NA,F,18,NA,NA,NA,GFT,U,4,1,,,
SABL,OR980875,1998,10,30,O,O,ORF,234,790,79,F,FALSE,790,NA,F,7,NA,NA,NA,LGL,U,3,1,,,
SABL,OR980875,1998,10,30,O,O,ORF,234,790,79,F,FALSE,790,NA,F,8,NA,NA,NA,LGL,U,3,1,,,
SABL,OR980750,1998,10,6,O,O,ORF,,820,82,F,FALSE,820,NA,F,NA,265,NA,NA,LGL,U,3,1,,,
SABL,OR990909,1999,2,17,O,O,BRK,234,850,85,F,FALSE,850,NA,F,31,NA,NA,NA,GFT,U,3,1,,,
